Journal Page,Twp Name,Twp No,Lot No,Bounds,Alt Lot,Alt bounds,Bounds Text,Direction,Corner,Corner Observations,Chains,Links,Observation,Destination Corner,Transcriber
,Hector,21,52,West,51,East,See 51 East,,,,,,,,
,,,,,,,,,,,,,,,
,Hector,21,53,North,44,South,See 44 south,,,,,,,,Rebecca
69,Hector,21,53,South,62,North,,West,SE,"Beginning at the Corner last Mentioned [Corner of Lots No. 53, 54, 62 & 63, Vide Page 33th]",0,,,,
69,Hector,21,53,South,62,North,,West,,,9,,Crossed rapid brook running Southeasterly,,Rebecca
69,Hector,21,53,South,62,North,,West,,,77,57,"The Corner of Lots No. 52, 53, 61 & 62 Vide page 26th",SW,JuneSzabo
69,Hector,21,53,South,62,North,Land & timber much the same as last Described [Land rather uneven and rough Bearing White and Black Oak pine],West,,,,,,,
30,Hector,21,53,East,54,West,,North,SE,"Beginning at the Corner last mentioned [Corner of Lots No. 53, 54, 62, & 63]",0,,,,
30,Hector,21,53,East,54,West,,North,,,12,,A Small brook running Southeasterly,,JuneSzabo
30,Hector,21,53,East,54,West,,North,,,30,,A Small Brook bearing Southwesterly,,JuneSzabo
30,Hector,21,53,East,54,West,,North,,,42,,A Small Brook bear: Southeasterly,,JuneSzabo
30,Hector,21,53,East,54,West,,North,,,64,,Ditto [a small Brook bear: Southeasterly],,JuneSzabo
30,Hector,21,53,East,54,West,,North,,,80,,"A Sugar Maple is marked and Numbered for the Corner of Lots No. 44, 45, 53 & 54.",NE,Rebecca
30,Hector,21,53,East,54,West,Land rather rough & uneven bearing Chesnut Maple Oak & White pine,North,,,,,,,
,Hector,21,53,West,52,East,see 52 east,,,,,,,,JuneSzabo
,,,,,,,,,,,,,,,
,Hector,21,54,North,45,South,see 45 south,,,,,,,,JuneSzabo
68,Hector,21,54,South,63,North,,West,SE,"Beginning at the Corner last Mentioned [Corner of Lots No. 54, 55, 63, 64 Vide page 34th]",0,,,,
68,Hector,21,54,South,63,North,,West,,,26,,Crossed a fine Brook running Southwesterly,,JuneSzabo
68,Hector,21,54,South,63,North,,West,,,77,57,"The Corner of Lots No. 53, 54, 62 & 63 Vide Page 33th.",SW,Rebecca
68,Hector,21,54,South,63,North,Land rather uneven and rough Bearing White and Black Oak pine,West,,,,,,,JuneSzabo
34,Hector,21,54,East,55,West,,South,NE,"Beginning at the last mentioned Corner [Corner of Lots No. 45, 46, 54 & 55]",0,,,,
34,Hector,21,54,East,55,West,,South,,,12,,Crossed a large dry run bearing Westerly Land continues uneven & not well timbered,,Judy
34,Hector,21,54,East,55,West,,South,,,80,,"Intersected a Line and Marked and Numbered a Chesnut Tree for the Corner of Lots No. 54, 55, 63 & 64",SE,Judy
34,Hector,21,54,East,55,West,Land very uneven bearing Chesnut Oak mainly,South,,,,,,,Judy
,Hector,21,54,West,53,East,See 53 east,,,,,,,,JuneSzabo
,,,,,,,,,,,,,,,
,Hector,21,55,North,46,South,see 46 south,,,,,,,,JuneSzabo
68,Hector,21,55,South,64,North,,West,SE,"Beginning at the Corner last Mentioned [Corner of Lots No. 55, 56, 64 & 65 Vide page 37]",0,,,,
68,Hector,21,55,South,64,North,,West,,,10,,A Brook running Northerly,,JuneSzabo
68,Hector,21,55,South,64,North,,West,,,35,,A brook running Northeasterly,,JuneSzabo
68,Hector,21,55,South,64,North,,West,,,51,,A brook running Northeasterly,,Rebecca
68,Hector,21,55,South,64,North,,West,,,77,57,"The Corner of Lots No. 54, 55, 63, 64 Vide page 34th ",SW,
,Hector,21,55,South,64,North,high Land Descending Westerly and rough timber mostly Chesnut & Pine,West,,,,,,,JuneSzabo
37,Hector,21,55,East,56,West,,North,SE,"Beginning at the last mentioned Corner [Corner of Lots No. 55, 56, 64 & 65]",0,,,,
37,Hector,21,55,East,56,West,,North,,,10,,Crossed a small Brook running Northwestly,,Judy
37 & 38,Hector,21,55,East,56,West,,North,,,80,,"Intersected a Line and Marked and Numbered a Maple tree for the Corner of Lots 46, 47, 55 & 56",NE,Judy
37,Hector,21,55,East,56,West,Good level land - Beach Maple Elm Ash Hickory Timber,North,,,,,,,Judy
,Hector,21,55,West,54,East,see 54 east,,,,,,,,Judy
,,,,,,,,,,,,,,,
,Hector,21,56,North,47,South,See 47 south,,,,,,,,JuneSzabo
68,Hector,21,56,South,65,North,,West,SE,"Beginning at the Corner last Mentioned [Corner of Lots No. 56, 57, 65 & 66 Vide Page 41]",0,,,,Rebecca
68,Hector,21,56,South,65,North,,West,,,12,,A Brook running Northeasterly,,JuneSzabo
68,Hector,21,56,South,65,North,,West,,,34,,A Brook running Northerly,,JuneSzabo
68,Hector,21,56,South,65,North,,West,,,65,,a Brook running Northwesterly,,Rebecca
68,Hector,21,56,South,65,North,,West,,,77,57,"The Corners of Lots No 55, 56, 64 & 65 Vide page 37",SW,Rebecca
68,Hector,21,56,South,65,North,Land pretty good – in Some places a little gullied – Timbered as last Mentioned [Beach Maple Elm  Basswood & White pine],West,,,,,,,JuneSzabo
41,Hector,21,56,East,57,West,,South,NE,"Beginning at the Corner last Mentioned [Corner of Lots No. 47, 48, 56 & 57]",0,,,,
41,Hector,21,56,East,57,West,,South,,,80,,"Intersected a Line and Marked and Numbered a Beach tree for the Corner of Lots No. 56, 57, 65 & 66",SE,Judy
41,Hector,21,56,East,57,West,Land level and good producing Timber as last mentioned [Beach Maple Elm White Ash and White pine],South,,,,,,,Judy
,Hector,21,56,West,55,East,see 55 east,,,,,,,,
,,,,,,,,,,,,,,,
,Hector,21,57,North,48,South,See 48 south,,,,,,,,JuneSzabo
67,Hector,21,57,South,66,North,,West,SE,"Beginning at the Corner last Mentioned [Corner of Lots No 57 & 58,  66 & 67 Vide page 44th] ",0,,,,
67,Hector,21,57,South,66,North,,West,,,26,,A Small Brook running Northeasterly,,Rebecca
67,Hector,21,57,South,66,North,,West,,,77,57,"The Corner of Lots No 56, 57, 65 & 66 Vide Page 41 -",SW,Rebecca
67,Hector,21,57,South,66,North,Good Land - Ascending Westerly Timber as Last Mentioned [Beach Maple Elm Basswood & White pine],West,,,,,,,JuneSzabo
44,Hector,21,57,East,58,West,,North,SE,"Beginning at the Corner last mentioned [Corner of Lots 57, 58 & 66 & 67]",0,,,,
44,Hector,21,57,East,58,West,,North,,,20,,Crossed a small brook running Easterly,,Judy
44,Hector,21,57,East,58,West,,North,,,80,,"Intersected a Line and Marked and Numbered a Maple Tree for the Corner of Lot 48, 49, 57 & 58",NE,Judy
44,Hector,21,57,East,58,West,Good level Land producing Beach Maple Basswood Elm Ash & White pine,North,,,,,,,Judy
,Hector,21,57,West,56,East,see 56 east,,,,,,,,Judy
,,,,,,,,,,,,,,,
,Hector,21,58,North,49,South,See 49 South,,,,,,,,
67,Hector,21,58,South,67,North,,West,SE,Beginning at a Beech Tree Standing on the Bank East Bounds of the Township Marked & Numbered for the Southeast & Northeast Corner of Lot No. 58 & 67 Vide page 49 ---,0,,,,Rebecca
67,Hector,21,58,South,67,North,,West,,,13,,A Spring run bearing Northerly,,JuneSzabo
67,Hector,21,58,South,67,North,,West,,,38,,Ditto [A Spring run bearing Northerly],,JuneSzabo
67,Hector,21,58,South,67,North,,West,,,77,57,"Crossed a fine large Brook running Northeasterly and the Corner of Lots No 57 & 58,  66 & 67 Vide Page 44th.",SW,Rebecca
67,Hector,21,58,South,67,North,Land Excellently good Bearing Beach Maple Elm Basswood & White pine,West,,,,,,,JuneSzabo
49,Hector,21,58,East,Townline,West,,South,NE,Beginning at the Corner last Mentioned [Corner of Lots No. 49 & 58],0,,,,
49,Hector,21,58,East,Townline,West,,South,,,37,,A Run of Water Bear: Northeasterly,,
49,Hector,21,58,East,Townline,West,,South,,,80,,A Beach Tree Marked & Numbered for the Northeast and Southeast Corner of Lots No. 58 & 67,SE,
49,Hector,21,58,East,Townline,West,The Land good & level Producing Beach Maple Basswood Elm & White pine,South,,,,,,,
,Hector,21,58,West,57,East,see 57 east,,,,,,,,Judy
,,,,,,,,,,,,,,,
,Hector,21,59,North,50,South,See 50 South,,,,,,,,
12,Hector,21,59,South,68,North,,East,NW,Beginning at a Stake Standing on the Bank of the lake near several Small Bushes blazed being the Northwest and Southwest Corner of Lot No. 68 & 59,0,,,,
12,Hector,21,59,South,68,North,,East,,,55,,The road --- Ascending Bearing mostly Oak timber------ and good land,,
13,Hector,21,59,South,68,North,,East,,,115,,Intersected the East Bounds of the Lake Lots - Vide Southeast and Northeast Corner of Lots No. 59 & 68 Page 6,NE,Charlotte
13,Hector,21,59,South,68,North,No Journal Entry,East,,,,,,,
6,Hector,21,59,East,60,West,,South,NE,Beginning at the Corner last Mentioned [Corner of Lots No. 50 & 59],0,,,,
6,Hector,21,59,East,60,West,,South,,,21,,The Top of a long Ascend bearing White and Black Oak timber,,Charlotte
6,Hector,21,59,East,60,West,,South,,,46,,Descending—The timber here is mostly young Saplings and the Soil Rather Indifferent,,Charlotte
6,Hector,21,59,East,60,West,,South,,,59,50,Set a white Oak stake marked and Numbered for the Southeast & Northeast Corners of Lots No. 59 and 68 with several small Saplings Blazed Around it,SE,Charlotte
6,Hector,21,59,East,60,West,No Journal Entry,South,,,,,,,
,Hector,21,59,West,Lake,,No Journal Entry,,,,,,,,
,,,,,,,,,,,,,,,
,Hector,21,60,North,51,South,see 51 south,,,,,,,,JuneSzabo
70,Hector,21,60,South,70,North,,East,SW,Beginning at the Northeast Corner & Southwest of Corner of Lots No. 60 & 70 being a Black Oak Sapling marked and Standing in the East bounds of Lot 68,0,,,,Rebecca
70,Hector,21,60,South,70,North,,East,,,36,,Crossed a fine large Stream running Southwesterly,,
70,Hector,21,60,South,70,North,,East,,,77,57,"The Corner of Lots No. 60, 61, 70 & 71 Vide Page 20th",SE,Rebecca
70,Hector,21,60,South,70,North,Timber White Hickory & White pine -,East,,,,,,,Rebecca
20,Hector,21,60,East,61,West,,North,SE,"Beginning at the Corner last Mentioned [Corner of Lots No. 60, 61, 70 & 71]",0,,,,
20,Hector,21,60,East,61,West,,North,,,14,,A brook running Southwesterly Timbered Oak & Hickory,,
20,Hector,21,60,East,61,West,,North,,,80,,"Intersected a Line set a Stake Standing 15 Links East of a large Chesnut Oak Tree marked and Numbered for the Corner of Lots 51, 52, 60 & 61",NE,
20,Hector,21,60,East,61,West,Land Tolerably good and well Covered with Timber,North,,,,,,,JuneSzabo
,Hector,21,60,West,59 & 68,East,See 59 & 68 East,,,,,,,,
,,,,,,,,,,,,,,,
,Hector,21,61,North,52,South,See 52 south,,,,,,,,JuneSzabo
70,Hector,21,61,South,71,North,,East,SW,"Beginning at the corner last Mentioned [Corner of Lots 60, 61, 70 & 71 Vide Page 20th]",0,,,,Rebecca
70,Hector,21,61,South,71, North,,East,,,77,57,"The Corner of Lots No. 61, 62, 71 & 72 Vide Page 26",SE,Rebecca
70,Hector,21,61,South,70,North,Asending most of the way and rough and Stoney Covered with Scrubby timber,East,,,,,,,
26,Hector,21,61,East,62,West,,South,NE,"Beginning at the Corner last mentioned [Corner of Lots No. 52, 53, 61 & 62] ",0,,,,Rebecca
26,Hector,21,61,East,62,West,,South,,,30,,Began to Enter Land Covered with Scrubby Brush,,
26,Hector,21,61,East,62,West,,South,,,50,,Began to descend,,JuneSzabo
26,Hector,21,61,East,62,West,,South,,,80,,"Intersected a Line and Marked & Numbered a black Oak tree for the Corner of Lots No. 61, 62, 71 & 72 Standing 6 Links East of the Corner.",SE,Rebecca
26,Hector,21,61,East,62,West,Here the Land is very poor Bearing Scrubby black Oak & White Oak timber,South,,,,,,,JuneSzabo
,Hector,21,61,West,60,East,see 60 east,,,,,,,,JuneSzabo
,,,,,,,,,,,,,,,
,Hector,21,62,North,53,South,see 53 south,,,,,,,,JuneSzabo
70,Hector,21,62,South,72,North,,East,SW,"Beginning at the Corner last Mentioned [Corner of Lots No. 61, 62, 71 & 72 Vide Page 26]",0,,,,
70,Hector,21,62,South,72,North,,East,,,34,,Crossed a fine large Stream running Southwesterly,,Rebecca
70,Hector,21,62,South,72,North,,East,,,57,,Crossed a small Brook running Northwesterly,,Rebecca
70,Hector,21,62,South,72,North,,East,,,77,57,"The Corner of Lots No. 62, 63, 72 & 73 Vide page 39th.",SE,Rebecca
70,Hector,21,62,South,72,North,Land uneven and but Midling good Bearing Hemlock Beach & Maple.,East,,,,,,,Rebecca
29,Hector,21,62,East,63,West,,North,SE,"Beginning at the Corner last mentioned Descending [Corner of Lots No. 72, 73, 62 & 63]",0,,,,
29,Hector,21,62,East,63,West,,North,,,2,,A small run bear: Northwesterly,,JuneSzabo
29,Hector,21,62,East,63,West,,North,,,15,,The bottom of the Hill and fine Land,,JuneSzabo
29,Hector,21,62,East,63,West,,North,,,20,,Crossed a fine large Brook running Northerly,,JuneSzabo
29,Hector,21,62,East,63,West,,North,,,35,,The brook running Southwesterly,,Rebecca
29,Hector,21,62,East,63,West,,North,,,50,,Began to Enter rough Land ,,JuneSzabo
30,Hector,21,62,East,63,West,,North,,,80,,"A Stake Standing 12 Links Northeasterly of a large  Chesnut Tree Marked and Numbered for the Corner of Lots No. 53, 54, 62 & 63.",NE,
29,Hector,21,62,East,63,West,The Latter part of the Line is very Rough - Bearing Chesnut & Chesnut Oak mostly,North,,,,,,,JuneSzabo
,Hector,21,62,West,61,East,see 61 east,,,,,,,,JuneSzabo
,,,,,,,,,,,,,,,
,Hector,21,63,North,54,South,see 54 south,,,,,,,,JuneSzabo
71,Hector,21,63,South,73,North,,East,SW,"Beginning at the Corner last Mentioned [Corner of Lots No. 62, 63, 72 & 73 Vide page 39th]",0,,,,Rebecca
71,Hector,21,63,South,73,North,,East,,,5,,A small brook running Northwesterly,,
71,Hector,21,63,South,73,North,,East,,,31,,A small brook running Northwesterly,,
71,Hector,21,63,South,73,North,,East,,,41,,A small brook running Northwesterly,,
71,Hector,21,63,South,73,North,,East,,,77,57,"The Corner of Lots No. 63 & 64, 73 & 74 Vide Page 35th.",SE,Rebecca
71,Hector,21,63,South,73,North,Timber White pine Chesnut Oak & Walnut -,East,,,,,,,
35,Hector,21,63,East,64,West,,South,NE,"Beginning at the Corner last Mentioned [Corner of Lots No. 54, 55, 63 & 64]",0,,,,
35,Hector,21,63,East,64,West,,South,,,80,,"Intersected a Line and Marked and Numbered a Chesnut Tree Standing 10 Links South of the Corner for the Corner of Lots 63, 64, 73 & 74",SE,Judy
35,Hector,21,63,East,64,West,The whole of this Line rough & Stoney producing Chesnuts & Oak,South,,,,,,,Judy
,Hector,21,63,West,62,East,see 62 east,,,,,,,,JuneSzabo
,,,,,,,,,,,,,,,
,Hector,21,64,North,55,South,see 55 south,,,,,,,,JuneSzabo
71,Hector,21,64,South,74,North,,East,SW,"Beginning at the Corner last Mentioned [Corner of Lots No. 63 & 64, 73 & 74 Vide Page 35th]",0,,,,Rebecca
71,Hector,21,64,South,74,North,,East,,,20,,Crossed a small brook running Southerly,,Rebecca
71,Hector,21,64,South,74,North,,East,,,77,57,"The Corner of Lots No. 64, 65, 74, 75 Vide Page 37",SE,Rebecca
71,Hector,21,64,South,74,North,Good level Land bearing Beach Maple Elm Basswood & White Ash,East,,,,,,,Rebecca
37,Hector,21,64,East,65,West,,North,SE,"Beginning at the Corner last mentioned [Corner of Lots No. 64 & 65, 74 & 75]",0,,,,Judy
37,Hector,21,64,East,65,West,,North,,,80,,"Intersected a Line Marked and Numbered a Basswood tree for the Corner of Lots No. 55, 56, 64 & 65.",NE,Judy
37,Hector,21,64,East,65,West,Land good and Level Bearing Beach Maple Basswood Elm etc.,North,,,,,,,Judy
,Hector,21,64,West,63,East,see 63 east,,,,,,,,
,,,,,,,,,,,,,,,
,Hector,21,65,North,56,South,see 56 south,,,,,,,,
71,Hector,21,65,South,75,North,,East,SW,"Beginning at the Corner last Mentioned [Corner of Lots No. 64, 65, 74, 75 Vide Page 37]",0,,,,Rebecca
71,Hector,21,65,South,75,North,,East,,,26,,A small run bear: Northerly,,Rebecca
71,Hector,21,65,South,75,North,,East,,,77,57,"The Corner of Lots No. 65, 66, 75 & 76 Vide Page 44",SE,Rebecca
71,Hector,21,65,South,75,North,Land good & Level Bearing Timber as last Mentioned [Beech Maple Elm Basswood & White Ash],,,,,,,,Rebecca
42,Hector,21,65,East,66,West,,South,NE,"Beginning at the Last Mentioned Corner [Corner of Lot No. 56, 57, 65 & 66]",0,,,,Judy
42,Hector,21,65,East,66,West,,South,,,80,,"Intersected a Line and set a Stake Standing 8 Links Northeast of an Iron wood tree marked and Num. for the Corner of Lots No. 65, 66,75 & 76",SE,Judy
42,Hector,21,65,East,66,West,Here the Land is not altogether so good rather uneven Covered with Chesnut Oak and White pine,South,,,,,,,Judy
,Hector,21,65,West,64,East,see 64 east,,,,,,,,
,,,,,,,,,,,,,,,
,Hector,21,66,North,57,South,see 57 south,,,,,,,,JuneSzabo
72,Hector,21,66,South,76,North,,East,SW,"Beginning at the Corner last Mentioned [Corner of Lots No. 65, 66, 75 & 76 Vide Page 44]",0,,,,Rebecca
72,Hector,21,66,South,76,North,,East,,,35,,Crossed a large Brook or Creeck (sic) running Northeasterly,,Rebecca
72,Hector,21,66,South,76,North,,East,,,77,57,"The Corner of Lots No. 66, 67, 76, 77 Vide page 44",SE,Rebecca
72,Hector,21,66,South,76,North,Land good and level Bearing Beach Maple White pine & Basswood,East,,,,,,,Rebecca
44,Hector,21,66,East,67,West,,North,SE,"Beginning at the Corner last mention [Corner of Lots No. 66, 67, 76 & 77]",0,,,,Judy
44,Hector,21,66,East,67,West,,North,,,26,,A Small Brook running Westerly,,Judy
44,Hector,21,66,East,67,West,,North,,,47,,Crossed a fine large brook running Northeasterly,,Judy
44,Hector,21,66,East,67,West,,North,,,49,,Crossed the same running Northwesterly,,Judy
44,Hector,21,66,East,67,West,,North,,,60,,Crossed the same running Northeasterly,,Judy
44,Hector,21,66,East,67,West,,North,,,80,,"Intersected a Line and set a Stake 20 Links Southeasterly of a maple Tree Marked and Numbered for the Corner of Lots No. 57, 58 & 66 & 67",NE,Judy
44,Hector,21,66,East,67,West,Timber Beach Maple White pine & Elm mainly,,,,,,,,Judy
,Hector,21,66,West,65,East,See 65 East,,,,,,,,
,,,,,,,,,,,,,,,
,Hector,21,67,North,58,South,see 58 south,,,,,,,,JuneSzabo
72,Hector,21,67,South,77,North,,East,SW,"Beginning at the Corner last Mentioned [Corner of Lots No. 66, 67, 76, 77 Vide page 44th]",0,,,,Rebecca
72,Hector,21,67,South,77,North,,East,,,42,,Crossed a fine large Brook running Northeasterly,,Rebecca
72,Hector,21,67,South,77,North,,East,,,77,57,The Southeast and Northeast Corner of Lots No. 67 & 77 Vide page 49th.,SE,Rebecca
72,Hector,21,67,South,77,North,Land level & very good bearing as last Mentioned [Beach Maple White pine & Basswood],East,,,,,,,Rebecca
49,Hector,21,67,East,Town Line,West,,South,NE,Beginning at the Corner last mentioned [Corner of Lots No. 58 & 67],0,,,,Rebecca
49,Hector,21,67,East,Town Line,West,,South,,,10,,Crossed a fine large Brook running Northeasterly.,,Rebecca
49,Hector,21,67,East,Town Line,West,,South,,,80,,A Stake Standing 8 links Northerly of an Iron Wood Sapling Marked and Numbered for the Northeast & Southeast Corner of Lots 67 & 77.,SE,Rebecca
49,Hector,21,67,East,Town Line,West,Land and Timber much the same as Last Described [Good and level Producing Beach Maple Basswood Elm & White pine],,,,,,,,Rebecca
,Hector,21,67,West,66,East,See 66 East,,,,,,,,
,,,,,,,,,,,,,,,
,Hector,21,68,North,59,South,See 59 South,,,,,,,,
,Hector,21,68,South,69,North,See 69 North,,,,,,,,
7,Hector,21,68,East,60 &70,West,,South,NE,Beginning at the Corner last Mentioned [Corners of Lots No. 59 and 68] Descending—Timber White black and Chesnut Oak & Hickory,0,,,,Charlotte
7,Hector,21,68,East,60 &70,West,,South,,,60,50,Set an Ash Stake Marked and Numbered for the Southeast and Northeast Corners of Lots No. 68 & 69,SE,Charlotte
7,Hector,21,68,East,60 & 70,West,Soil but Indifferent Bearing but little timber,South,,,,,,,
,Hector,21,68,West,Lake,,No Journal Entry,,,,,,,,Charlotte
,,,,,,,,,,,,,,,
11,Hector,21,69,North,68,South,,East,NW,Beginning at a pitch pine tree Standing on the bank of the lake Marked and Numbered for the Southwest & Northwest corner of Lots No. 68 & 69 thence Ascending and good Land,0,,,,Charlotte
11,Hector,21,69,North,68,South,Crossed the Road The timber mostly White Oak,East,,,58,50,Crossed the Road The timber mostly White Oak,,Charlotte
11,Hector,21,69,North,68,South,,East,,,109,50,Intersected the East bounds of the Lots Vide Northeast & Southeast Corner of Lots No. 68 & 69,NE,Charlotte
11,Hector,21,69,North,68,South,No Journal Entry,,,,,,,,
10,Hector,21,69,South,78,North,See 78 North,,,,,,,,
7,Hector,21,69,East,70 &79,West,,South,NE,Beginning at the Corner last mentioned [Corners of Lots No. 68 & 69],0,,,,Charlotte
7,Hector,21,69,East,70 & 79,West,,South,,,6,,The Bottom of the long Descent and Crossed a fine Stream or Creek running Westerly and shortly after Entered Land bearing mostly White and pitch pine,,Charlotte
7,Hector,21,69,East,70 & 79,West,,South,,,54,,Crossed Another fine stream running Westerly,,Charlotte
7,Hector,21,69,East,70 & 79,West,,South,,,64,12,Marked and Numbered a White Oak Tree for the Southeast & Northeast Corner of Lots No. 69 & 78 ,SE,Charlotte
7,Hector,21,69,East,70 & 79,West,Here the soil is rather Indifferent Timbered with White and Black Oak & Some pine.,,,,,,,,
11,Hector,21,69,West,Lake,East,No Journal Entry,,,,,,,,Charlotte
,,,,,,,,,,,,,,,
70,Hector,21,70,North,60,South,See Lot 60 South,,,,,,,,
74,Hector,21,70,South,79,North,,West,SE,"Beginning at the Corner last Mentioned [Corner of Lots No. 70, 71, 79, 80 Vide page 19th]",0,,,,Rebecca
74,Hector,21,70,South,79,North,,West,,,8,,A small brook running Northwesterly,,Rebecca
74,Hector,21,70,South,79,North,,West,,,50,,Crossed a large Creek running Southerly,,Rebecca
74,Hector,21,70,South,79,North,,West,,,77,57,The Corner of Lots 70 & 79 being a Black Oak Stake Standing 30 links East of a Black Oak Sapling marked and Numbered for the Southwest and Northwest Corner of Lots No. 70 &  79. Standing in the East Bounds of Lot No. 69.,SW,Rebecca
74,Hector,21,70,South,79,North,No bounds text,,,,,,,,
20,Hector,21,70,East,71,West,,North,NE,"Beginning at the Corner last mentioned [Corner of Lots No. 70, 71, 79 & 80]",0,,,,Rebecca
20,Hector,21,70,East,71,West,,North,,,14,,Crossed a large Stream or Creeck(sic) running Southerly then ascending and very thick Covered with Under Brush,,JuneSzabo
20,Hector,21,70,East,71,West,,North,,,80,,"Intersected a line and set a poplar Stake Standing near several small Saplings Blazed - marked and Numbered for the Corner of the Lots No. 60, 61, 70 & 71",SE,JuneSzabo
20,Hector,21,70,East,71,West,Land rather rough,,,,,,,,Rebecca
,Hector,21,70,West,68 & 69,East,See lots - 68 & 69 - East,,,,,,,,
,,,,,,,,,,,,,,,
,Hector,21,71,North,61,South,See 61 South,,,,,,,,JuneSzabo
74,Hector,21,71,South,80,North,,West,SE,"Beginning at the Corner last Mentioned [Corner of Lots No. 71, 72, 80, 81 Vide Page 27th]",0,,,,Rebecca
74,Hector,21,71,South,80,North,,West,,,32,,A fine brook running Northwesterly,,Rebecca
74,Hector,21,71,South,80,North,,West,,,45,,A small brook running Northwesterly,,Rebecca
74,Hector,21,71,South,80,North,,West,,,77,57,"The Corner of Lots No. 70, 71, 79 & 80 Vide page 19th",SW,Rebecca
74,Hector,21,71,South,80,North,Timber Beach Maple Hickory & Ash - Land pretty good level,West,,,,,,,Rebecca
27,Hector,21,71,East,72,West,,South,NE,"Beginning at the Corner last mentioned [Corner of Lots No. 61, 62, 71 & 72]",0,,,,Rebecca
27,Hector,21,71,East,72,West,,South,,,30,,Descended the Hill,,JuneSzabo
27,Hector,21,71,East,72,West,,South,,,40,,Crossed a large Stream running Westerly here the Land is better Timbered but uneven,,JuneSzabo
27,Hector,21,71,East,72,West,,South,,,80,,"Marked and Numbered a large White pine tree for the Corner of Lots No. 71 & 72, 80 & 81",NW,JuneSzabo
27,Hector,21,71,East,72,West,Timber Beach Maple and White pine,,,,,,,,Rebecca
,Hector,21,71,West,70,East,see 70 east,,,,,,,,JuneSzabo
,,,,,,,,,,,,,,,
,Hector,21,72,North,62,South,See 62 South,,,,,,,,
74,Hector,21,72,South,81,North,,West,SE,"Beginning at the Corner last Mentioned [Corner of Lots No. 72, 73, 81 & 82 Vide page 29th]",0,,,,Rebecca
74,Hector,21,72,South,81,North,,West,,,36,,A fine Brook running Northwesterly,,Rebecca
74,Hector,21,72,South,81,North,,West,,,52,,A small brook running Northwesterly,,Rebecca
74,Hector,21,72,South,81,North,,West,,,77,57,"The Corner of Lots No. 71, 72, 80 & 81 Vide Page 27th",SW,Rebecca
74,Hector,21,72,South,81,North,Land somewhat rough bearing White pine & Maple,West,,,,,,,Rebecca
29,Hector,21,72,East,73,West,,North,NE,Beginning at the Corner last Mentioned [Corner of Lots No. 81 & 82 - 72 & 73],0,,,,
29,Hector,21,72,East,73,West,,North,,,36,,A Small run bear: Northerly,,JuneSzabo
29,Hector,21,72,East,73,West,,North,,,51,,Ditto [A Small run bear: Northerly],,JuneSzabo
29,Hector,21,72,East,73,West,,North,,,70,,Descending,,JuneSzabo
29,Hector,21,72,East,73,West,,North,,,80,,"A Chesnut Stake standing 25 Links Northeast of a White pine tree Marked and Numbered for the Corner of Lots No. 72, 73, 62 & 63",SE,
29,Hector,21,72,East,73,West,Land tollerably(sic) good bearing Beach Maple Birch White Ash and White pine,North,,,,,,,JuneSzabo
,Hector,21,72,West,71,East,see 71 east,,,,,,,,JuneSzabo
,,,,,,,,,,,,,,,
,Hector,21,73,North,63,South,See 63 South,,,,,,,,
73,Hector,21,73,South,82,North,,West,SE,"Beginning at the Corner last Mentioned [Corner of Lots No. 73, 74, 82 & 83 Vide page 35]",0,,,,Rebecca
73,Hector,21,73,South,82,North,,West,,,77,57,"The Corner of Lots No. 72, 73, 81 & 82 Vide page 29th",SW,Rebecca
73,Hector,21,73,South,82,North,Timber Beach Maple and White pine,West,,,,,,,Rebecca
35,Hector,21,73,East,74,West,,South,NE,"Beginning at the Corner last mentioned [Corner of Lots No. 63, 64, 73 & 74]",0,,,,Judy
35,Hector,21,73,East,74,West,,South,,,13,,A small brook running Easterly,,Judy
35,Hector,21,73,East,74,West,,South,,,30,,Crossed a brook running Easterly,,Judy
35,Hector,21,73,East,74,West,,South,,,80,,"Intersected a Line set a Stake Standing 12 Links East of Butternut Tree Marked & Numbered for the Corner of Lots No. 73, 74, 82 & 83.",SE,Judy
35,Hector,21,73,East,74,West,The Land continues rough and uneven,South,,,,,,,Judy
,Hector,21,73,West,72,East,see 72 east,,,,,,,,JuneSzabo
,,,,,,,,,,,,,,,
,Hector,21,74,North,64,South,See 64 South,,,,,,,,
73,Hector,21,74,South,83,North,,West,SE,"Beginning at the Corner last mentioned [Corner of Lots No. 74, 75, 83 & 84 Vide Page 37th]",0,,,,Rebecca
73,Hector,21,74,South,83,North,,West,,,22,,Crossed a Brook running Southwesterly,,Rebecca
73,Hector,21,74,South,83,North,,West,,,30,,Crossed a fine brook running Southwesterly,,Rebecca
73,Hector,21,74,South,83,North,,West,,,43,,A small run bear: Northeasterly,,Rebecca
73,Hector,21,74,South,83,North,,West,,,77,57,"The Corner of Lots No. 73, 74, 82 & 83 Vide page 35",SW,Rebecca
73,Hector,21,74,South,83,North,Timber Beach Maple Basswood Hickory and ash,West,,,,,,,Rebecca
37,Hector,21,74,East,75,West,,North,SE,"Beginning at the Corner last mentioned [Corner of Lots No. 74, 75, 83 & 84]",0,,,,Judy
37,Hector,21,74,East,75,West,,North,,,25,,Crossed a small Brook running Westerly,,Judy
